entity,field_name,display_name,data_type,field_length,description,deprecated,field_name_sfdc,field_name_msdyn
accounts,cust_num1,cust_num1,FLOAT,,cust_num1,false,,
accounts,cust_num2,cust_num2,FLOAT,,cust_num2,false,,
accounts,cust_num3,cust_num3,FLOAT,,cust_num3,false,,
accounts,cust_num4,cust_num4,FLOAT,,cust_num4,false,,
accounts,cust_num5,cust_num5,FLOAT,,cust_num5,false,,
accounts,cust_num6,cust_num6,FLOAT,,cust_num6,false,,
accounts,cust_num7,cust_num7,FLOAT,,cust_num7,false,,
accounts,cust_text1,cust_text1,STRING,50,cust_text1,false,,
accounts,cust_text2,cust_text2,STRING,50,cust_text2,false,,
accounts,cust_text3,cust_text3,STRING,50,cust_text3,false,,
accounts,cust_text4,cust_text4,STRING,50,cust_text4,false,,
accounts,cust_text5,cust_text5,STRING,50,cust_text5,false,,
accounts,ext_addr_city,ext_address_city,STRING,100,,false,,
accounts,ext_addr_country,ext_address_country,STRING,100,,false,,
accounts,ext_addr_postal_code,ext_address_postalcode,STRING,100,,false,,
accounts,ext_addr_state,ext_address_state,STRING,100,,false,,
accounts,ext_addr_street,ext_address_street,STRING,100,,false,,
accounts,ext_debug,ext_debug,OBJECT,50000,,false,,
accounts,ext_id,ext_id,STRING,100,,false,,
accounts,ext_industry,ext_industry,STRING,100,,false,,
accounts,ext_is_match,ext_is_match,STRING,100,,false,,
accounts,ext_last_updated,ext_last_updated,DATETIME,,,false,,
accounts,ext_linkedin_url,ext_linkedin_url,STRING,100,,false,,
accounts,ext_match_conf,ext_match_conf,FLOAT,,,false,,
accounts,ext_match_rule,ext_match_rule,INTEGER,,,false,,
accounts,ext_name,ext_name,STRING,100,,false,,
accounts,ext_num_employees_range,ext_num_employees_range,STRING,100,,false,,
accounts,ext_phone,ext_phone,STRING,100,,false,,
accounts,ext_revenue_range,ext_revenue_range,STRING,100,,false,,
accounts,ext_self_verified,ext_self_verified,BOOLEAN,,,false,,
accounts,ext_source,ext_source,STRING,100,,false,,
accounts,ext_web_url,ext_web_url,STRING,100,,false,,
accounts,ext_year_founded,ext_year_founded,INTEGER,,,false,,
accounts,trueai_account_dupe_conf,Account Duplication Confidence,FLOAT,,Account's duplication confidence,false,,
accounts,trueai_account_dupe_id,Account Duplication Master Doc ID,STRING,150,Account's duplication id,false,,
accounts,trueai_addr_city,Address City,STRING,50,Account's city,false,,
accounts,trueai_addr_country,Address Country,STRING,50,Account's country,false,,
accounts,trueai_addr_lat,Address Lat,FLOAT,,Account's latitude,false,,
accounts,trueai_addr_long,Address Long,FLOAT,,Account's longitude,false,,
accounts,trueai_addr_postal_code,Address Postal Code,STRING,50,Account's postal code,false,,
accounts,trueai_addr_rule,Address Rule,INTEGER,,Account's address prediction rule,false,,
accounts,trueai_addr_state,Address State,STRING,50,Account's state,false,,
accounts,trueai_addr_street,Address Street,STRING,50,Account's street,false,,
accounts,trueai_company_size,Company Size,STRING,50,Account's standardized company size,false,,
accounts,trueai_company_size_rule,Company Size Rule,INTEGER,,Account's standardized company size prediction rule,false,,
accounts,trueai_complt,Completeness,FLOAT,,Completeness score of the account based on the standardized data,false,,
accounts,trueai_complt_contact,Completeness Contact,FLOAT,,Contact information completeness score of the account based on the standardized data,false,,
accounts,trueai_complt_contact_method,Completeness Contact Method,FLOAT,,Contact method completeness score of the account based on the standardized data,false,,
accounts,trueai_complt_geo,Completeness Geo,FLOAT,,Location completeness score of the account based on the standardized data,false,,
accounts,trueai_complt_marketing,Completeness Marketing,FLOAT,,Marketing completeness score of the account based on the standardized data,false,,
accounts,trueai_converted_date,Converted Date,DATETIME,,Account's converted date,false,,
accounts,trueai_created_on,Created On,DATETIME,,Account creation date,false,,
accounts,trueai_created_on_rule,Created On Rule,INTEGER,,Account creation date rule,false,,
accounts,trueai_creator_id,Creator ID,STRING,50,Account creator's id,false,,
accounts,trueai_dur,Duration,INTEGER,,Total duration of activities performed on the account,false,,
accounts,trueai_first_touch,First Touch,DATETIME,,Date when the account was first touched,false,,
accounts,trueai_first_touch_rule,First Touch Rule,INTEGER,,Rule for date when the account was first touched,false,,
accounts,trueai_industry,Industry,STRING,50,Account's standardized industry,false,,
accounts,trueai_industry_conf,Industry Confidence,FLOAT,,Account's standardized industry prediction confidence,false,,
accounts,trueai_industry_rule,Industry Rule,INTEGER,,Account's standardized industry prediction rule,false,,
accounts,trueai_is_erp,Is ERP,BOOLEAN,,Boolean flag indicating whether the account is based on an ERP account entry,false,,
accounts,trueai_is_master,Is Master,BOOLEAN,,Boolean flag that indicates whether the account is the master account in its group of duplicates,false,,
accounts,trueai_last_outcome,Last Outcome,DATETIME,,Account's last outcome,false,,
accounts,trueai_last_outcome_rule,Last Outcome,INTEGER,,Account's last outcome rule,false,,
accounts,trueai_last_touch,Last Touch,DATETIME,,Date when the account was last touched,false,,
accounts,trueai_last_touch_rule,Last Touch Rule,INTEGER,,Rule for date when the account was last touched,false,,
accounts,trueai_leadsource,Lead Source,STRING,50,Account's standardized lead source,false,,
accounts,trueai_leadsource_conf,Lead Source Confidence,FLOAT,,Account's standardized lead source prediction confidence,false,,
accounts,trueai_leadsource_rule,Lead Source Rule,INTEGER,,Account's standardized lead source prediction rule,false,,
accounts,trueai_owner_id,Owner ID,STRING,50,Account owner's id,false,,
accounts,trueai_owner_id_rule,Owner ID Rule,INTEGER,,Account owner's id,false,,
accounts,trueai_prob_of_conversion,Probability of Conversion,FLOAT,,Account's probability of conversion,false,,
accounts,trueai_prob_of_conversion_explained,Deprecated field,OBJECT,500000,Deprecated field,true,,
accounts,trueai_prob_of_new_logo_win,Deprecated field,FLOAT,,Deprecated field,true,,
accounts,trueai_qual_bucket,Quality Bucket,STRING,50,Quality bucket based on the probability of conversion,false,,
accounts,trueai_qual_bucket_num,Quality Bucket Num,INTEGER,,Quality bucket expressed as an integer from 1 to 5 based on the probability of conversion,false,,
accounts,trueai_ssr_is_master,SSR Is Master,BOOLEAN,,Boolean flag that indicates whether the account is the master account in its group of duplicates taking into account whether it has revenue,false,,
accounts,trueai_test,Test,STRING,100,Test model,false,,
accounts,trueai_test_conf,Test Confidence,FLOAT,,Test model confidence,false,,
accounts,trueai_test_debug,Test Debug,STRING,2000,Test model debug information,false,,
accounts,trueai_test_rule,Test Rule,STRING,500,Test model rule,false,,
accounts,trueai_title_dept,Title Department,STRING,50,Account's standardized department,false,,
accounts,trueai_title_dept_conf,Title Department Confidence,FLOAT,,Account's standardized department prediction confidence,false,,
accounts,trueai_title_seniority,Title Seniority,STRING,50,Account's standardized seniority,false,,
accounts,trueai_title_seniority_conf,Title Seniority Confidence,FLOAT,,Account's standardized seniority prediction confidence,false,,
accounts,trueai_type,Type,STRING,50,Account's standardized type,false,,
accounts,trueai_vi_lead_gen_value,Deprecated field,CURRENCY,,Deprecated field,true,,
activities,_sys_as_of,As of Date,DATETIME,,The date of the last data request from the platform,false,,
activities,_sys_doc_id,Doc ID,STRING,50,"Unique record identifier, based on the ID of the document in the remote system (such as Salesforce ID)",false,Id,activityid
activities,_sys_filt_end_date,Filter End Date,DATE,,"The end date of the record, stripped of time",false,,
activities,_sys_filt_start_date,Filter Start Date,DATE,,"The start date of the record, stripped of time",false,,
activities,_sys_last_modified_on,Last Modified On,DATETIME,,The date of the last data modification in the platform,false,SystemModstamp,modifiedon
activities,_sys_ssr_id,SSR ID,STRING,50,Id of the SSR document the record belongs to,false,,
activities,crm_account_id,CRM Account ID,STRING,50,Activity's account id in the CRM,false,AccountId,regardingobjectid
activities,crm_contact_id,CRM Contact ID,STRING,150,Activity's contact id in the CRM,false,WhoId,regardingobjectid
activities,crm_created_on,CRM Created On,DATETIME,,Activity creation date in the CRM,false,CreatedDate,createdon
activities,crm_creator_id,CRM Creator ID,STRING,50,Activity creator's id in the CRM,false,CreatedById,_createdby_value
activities,crm_description,CRM Description,MEMO,5000,Activity's description in the CRM,false,Description,description
activities,crm_dur,CRM Duration,FLOAT,,Activity's duration in the CRM,false,DurationInMinutes,actualdurationminutes
activities,crm_end,CRM End,DATETIME,,Activity's end date in the CRM,false,EndDateTime,actualend
activities,crm_lead_id,CRM Lead ID,STRING,50,Activity's lead id in the CRM,false,WhoId,regardingobjectid
activities,crm_modified_by,CRM Modified By,STRING,50,Activity's modified by user id in the CRM,false,LastModifiedById,_modifiedby_value
activities,crm_modified_on,CRM Modified On,DATETIME,,Activity's modified on date in the CRM,false,LastModifiedDate,modifiedon
activities,crm_name,Deprecated field,STRING,500,Deprecated field,true,,
activities,crm_opp_id,CRM Opp ID,STRING,50,Activity's opp id in the CRM,false,WhatId,regardingobjectid
activities,crm_owner_id,CRM Owner ID,STRING,50,Activity owner's id in the CRM,false,OwnerId,_ownerid_value
activities,crm_performed_on,CRM Performed on,DATETIME,,Activity's performed on date in the CRM,false,ActivityDate,actualstart
activities,crm_start,CRM Start,DATETIME,,Activity's start date in the CRM,false,StartDateTime,actualstart
activities,crm_subject,CRM Subject,STRING,500,Activity's subject in the CRM,false,Subject,subject
activities,crm_subtype,CRM Subtype,STRING,50,Activity's subtype in the CRM,false,EventSubtype,activitytypecode
activities,crm_what_id,CRM What Id,STRING,50,Activity's what id in the CRM,false,WhatId,
activities,crm_what_type,CRM What Type,STRING,50,Activity's what type in the CRM,false,,
activities,crm_who_id,CRM Who Id,STRING,50,Activity's who id in the CRM,false,WhoId,
activities,crm_who_type,CRM Who Type,STRING,50,Activity's who type in the CRM,false,,
activities,trueai_contact_id,contactid of the activity,STRING,150,contactid of the activity,false,,
activities,trueai_contact_id_rule,rule lookup for contact id,INTEGER,,rule lookup for contact id,false,,
activities,trueai_dur,Duration,INTEGER,,Activity's duration,false,,
activities,trueai_elapsed_time,Elapsed Time,FLOAT,,Time passed between the previous activity and the current activity,false,,
activities,trueai_eng,Engaged,STRING,50,Activity engagement prediction,false,,
activities,trueai_eng_conf,Engaged Confidence,FLOAT,,Activity engagement prediction confidence,false,,
activities,trueai_eng_pred,Engaged Probability Prediction,FLOAT,,Activity engagement probability prediction,false,,
activities,trueai_lead_id,lead id of the activity,STRING,150,lead id of the activity,false,,
activities,trueai_lead_id_rule,rule lookup for lead id,INTEGER,,rule lookup for lead id,false,,
activities,trueai_opp_id,opp id of the activity,STRING,150,opp id of the activity,false,,
activities,trueai_opp_id_rule,rule lookup for the opp id,INTEGER,,rule lookup for the opp id,false,,
activities,trueai_performed_on,Performed on,DATETIME,,Activity's performed on date,false,,
activities,trueai_purpose,Interaction Purpose,STRING,50,Activity purpose prediction,false,,
activities,trueai_purpose_rule,Interaction Purpose Rule,INTEGER,,Activity purpose prediction rule,false,,
activities,trueai_related_to_entity,Related to Entity,STRING,50,Entity of the object the activity is primarily related to,false,,
activities,trueai_related_to_id,Related to ID,STRING,50,Id of the object the activity is primarily related to,false,,
activities,trueai_type,Interaction Type,STRING,50,Activity type prediction,false,,
activities,trueai_type_conf,Interaction Type Confidence,FLOAT,,Activity type prediction confidence,false,,
aliasing,alias,Alias,STRING,10000,Alias to use,false,,
aliasing,label,Label,STRING,50,Model label to alias,false,,
aliasing,model,Model,STRING,50,Model to alias,false,,
companies_history,_sys_as_of,As of Date,DATETIME,,The date of the last data request from the platform,false,,
companies_history,_sys_co_id,Company ID,STRING,50,The Cien company ID,false,,
companies_history,_sys_doc_id,Doc ID,STRING,50,Unique record identifier,false,,
companies_history,_sys_filt_end_date,Filter End Date,DATE,,"The end date of the record, stripped of time",false,,
companies_history,_sys_filt_start_date,Filter Start Date,DATE,,"The start date of the record, stripped of time",false,,
companies_history,_sys_image_size,Image Size,STRING,50,The processing cluster imaging size,false,,
companies_history,_sys_last_modified_on,Last Modified On,DATETIME,,The date of the last data modification in the platform,false,,
companies_history,_sys_processed_as_of,Processed As of Date,DATETIME,,The date of running the export,false,,
companies_history,_sys_reference_date,Reference Date,DATETIME,,The reference date used as benchmark for the calculations,false,,
companies_history,_sys_scheduled_daily,Scheduled Daily,BOOLEAN,,Boolean flag indicating whether the company is scheduled daily,false,,
companies_history,_sys_scheduled_weekly,Scheduled Weekly,BOOLEAN,,Boolean flag indicating whether the company is scheduled weekly,false,,
companies_history,_sys_version,Version,STRING,50,The current release version,false,,
companies_history,accounts_avg_match_conf,Accounts Avg Match Confidence,FLOAT,,Average match confidence for accounts,false,,
companies_history,added_on,added on,DATETIME,,Added On Date,false,,
companies_history,co_hq_country,co_hq_country,STRING,100,co_hq_country,false,,
companies_history,co_target_geo,co_target_geo,STRING,100,co_target_geo,false,,
companies_history,co_target_market,co_target_market,STRING,100,co_target_market,false,,
companies_history,co_type_industry,co_type_industry,STRING,100,co_type_industry,false,,
companies_history,company_currency,Company Currency,STRING,50,Company's currency,false,,
companies_history,company_currency_symbol,Company Currency Symbol,STRING,50,Company's currency symbol,false,,
companies_history,company_logo,Company Logo,STRING,50,Company's logo URL,false,,
companies_history,company_name,Company Name,STRING,50,Company name,false,,
companies_history,consolidation_status,consolidation_status,STRING,100,consolidation_status,false,,
companies_history,contacts_avg_match_conf,Contacts Avg Match Confidence,FLOAT,,Average match confidence for contacts,false,,
companies_history,crm_conn_status,crm_conn_status,STRING,100,crm_conn_status,false,,
companies_history,deactivated_on,deactivated_on,DATETIME,,deactivated_on,false,,
companies_history,dev_tracked,Dev Tracked,BOOLEAN,,Boolean flag indicating whether the company is dev tracked,false,,
companies_history,di_acv_company_size_factors,Acv Company Size Factors,OBJECT,500000,Company size factors impacting the ACV,false,,
companies_history,di_acv_country_factors,Acv Country Factors,OBJECT,500000,Country factors impacting the ACV,false,,
companies_history,di_acv_industry_factors,Acv Industry Factors,OBJECT,500000,Industry factors impacting the ACV,false,,
companies_history,di_amt_won_last12months,Amount Won Last12months,CURRENCY,,Sum of booking amounts of opportunities won in the past 12 months,false,,
companies_history,di_pred_all_label,Quality Score All Label,STRING,50,Overall quality score label,false,,
companies_history,di_pred_all_score,Quality Score All,FLOAT,,Overall quality score,false,,
companies_history,di_pred_existing_customer_selling_attempts,Predicted Existing Customer Selling Attempts,INTEGER,,Number of datapoints used to determine the R2 score of the probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_auc,Predicted Existing Customer Selling AUC,FLOAT,,AUC score of the probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_avg_p_val,Predicted Existing Customer Selling Avg. P Val,FLOAT,,Average predicted probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_end_date,Predicted Existing Customer Selling End Date,DATETIME,,End of the period used to compute the R2 score of the probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_r2,Predicted Existing Customer Selling R2,FLOAT,,R2 score of the probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_r2_data,Predicted Existing Customer Selling R2 Data,OBJECT,2000,Coordinates data used to determine the R2 score of the probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_score,Quality Score Existing Customer Selling,FLOAT,,Quality score for existing customer selling activities,false,,
companies_history,di_pred_existing_customer_selling_start_date,Predicted Existing Customer Selling Start Date,DATETIME,,Start of the period used to compute the R2 score of the probability of existing customer selling win,false,,
companies_history,di_pred_existing_customer_selling_successes,Predicted Existing Customer Selling Successes,INTEGER,,Number of successful outcomes in the sample used to determine the R2 score of the probability of existing customer selling win,false,,
companies_history,di_pred_new_logo_attempts,Predicted New Logo Attempts,INTEGER,,Number of datapoints used to determine the R2 score of the probability of new logo win,false,,
companies_history,di_pred_new_logo_auc,Predicted New Logo AUC,FLOAT,,AUC score of the probability of new logo win,false,,
companies_history,di_pred_new_logo_avg_p_val,Predicted New Logo Avg. P Val,FLOAT,,Average predicted probability of new logo win,false,,
companies_history,di_pred_new_logo_end_date,Predicted New Logo End Date,DATETIME,,End of the period used to compute the R2 score of the probability of new logo win,false,,
companies_history,di_pred_new_logo_r2,Predicted New Logo R2,FLOAT,,R2 score of the probability of new logo win,false,,
companies_history,di_pred_new_logo_r2_data,Predicted New Logo R2 Data,OBJECT,2000,Coordinates data used to determine the R2 score of the probability of new logo win,false,,
companies_history,di_pred_new_logo_score,Quality Score New Logo Selling,FLOAT,,Quality score for new logo selling activities,false,,
companies_history,di_pred_new_logo_start_date,Predicted New Logo Start Date,DATETIME,,Start of the period used to compute the R2 score of the probability of new logo win,false,,
companies_history,di_pred_new_logo_successes,Predicted New Logo Successes,INTEGER,,Number of successful outcomes in the sample used to determine the R2 score of the probability of new logo win,false,,
companies_history,di_pred_post_sales_attempts,Predicted Post Sales Attempts,INTEGER,,Number of datapoints used to determine the R2 score of the probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_auc,Predicted Post Sales AUC,FLOAT,,AUC score of the probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_avg_p_val,Predicted Post Sales Avg. P Val,FLOAT,,Average predicted probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_end_date,Predicted Post Sales End Date,DATETIME,,End of the period used to compute the R2 score of the probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_qual_bucket_tiers,Predicted Post Sales Quality Bucket Tiers,OBJECT,2000,Tiers for the probability of next opportunity creation prediction buckets,false,,
companies_history,di_pred_post_sales_r2,Predicted Post Sales R2,FLOAT,,R2 score of the probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_r2_data,Predicted Post Sales R2 Data,OBJECT,2000,Coordinates data used to determine the R2 score of the probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_score,Quality Score Post Sales Support,FLOAT,,Quality score for post sales support activities,false,,
companies_history,di_pred_post_sales_start_date,Predicted Post Sales Start Date,DATETIME,,Start of the period used to compute the R2 score of the probability of next opportunity creation,false,,
companies_history,di_pred_post_sales_successes,Predicted Post Sales Successes,INTEGER,,Number of successful outcomes in the sample used to determine the R2 score of the probability of next opportunity creation,false,,
companies_history,di_pred_prospecting_attempts,Predicted Prospecting Attempts,INTEGER,,Number of datapoints used to determine the R2 score of the probability of conversion,false,,
companies_history,di_pred_prospecting_auc,Predicted Prospecting AUC,FLOAT,,AUC score of the probability of conversion,false,,
companies_history,di_pred_prospecting_avg_p_val,Predicted Prospecting Avg. P Val,FLOAT,,Average predicted probability of conversion,false,,
companies_history,di_pred_prospecting_end_date,Predicted Prospecting End Date,DATETIME,,End of the period used to compute the R2 score of the probability of conversion,false,,
companies_history,di_pred_prospecting_model_reset_on,Predicted Prospecting Model Reset on,DATETIME,,Date when the probability of conversion model was last trained,false,,
companies_history,di_pred_prospecting_qual_bucket_tiers,Predicted Prospecting Quality Bucket Tiers,OBJECT,2000,Tiers for the probability of conversion prediction buckets,false,,
companies_history,di_pred_prospecting_r2,Predicted Prospecting R2,FLOAT,,R2 score of the probability of conversion,false,,
companies_history,di_pred_prospecting_r2_data,Predicted Prospecting R2 Data,OBJECT,2000,Coordinates data used to determine the R2 score of the probability of conversion,false,,
companies_history,di_pred_prospecting_score,Quality Score Prospecting,FLOAT,,Quality score for prospecting activities,false,,
companies_history,di_pred_prospecting_start_date,Predicted Prospecting Start Date,DATETIME,,Start of the period used to compute the R2 score of the probability of conversion,false,,
companies_history,di_pred_prospecting_successes,Predicted Prospecting Successes,INTEGER,,Number of successful outcomes in the sample used to determine the R2 score of the probability of conversion,false,,
companies_history,di_pred_selling_existing_customer_qual_bucket_tiers,Predicted Exsiting Customer Selling Quality Bucket Tiers,OBJECT,2000,Tiers for the probability of existing_customer_selling opportunity win prediction buckets,false,,
companies_history,di_pred_selling_new_logo_qual_bucket_tiers,Predicted Selling New Logo Quality Bucket Tiers,OBJECT,2000,Tiers for the probability of new logo opportunity win prediction buckets,false,,
companies_history,di_success_prob_training_score,Success Probability Training Score,FLOAT,,Average AUC score of the success probability when training,false,,
companies_history,di_success_prob_validation_score,Success Probability Validation Score,FLOAT,,Average AUC score of the success probability on the validation set,false,,
companies_history,erp_conn_status,erp_conn_status,STRING,100,erp_conn_status,false,,
companies_history,fiscal_year_offset,Fiscal Year Offset,INTEGER,,Fiscal year offset,false,,
companies_history,founded_year,founded_year,INTEGER,,founded_year,false,,
companies_history,geo_api_requests_accounts,geo_api_requests_accounts,INTEGER,,Number of geocoding API requests sent,false,,
companies_history,geo_api_requests_contacts,geo_api_requests_contacts,INTEGER,,Number of geocoding API requests sent,false,,
companies_history,geo_api_requests_hr_users,geo_api_requests_hr_users,INTEGER,,Number of geocoding API requests sent,false,,
companies_history,geo_api_requests_leads,geo_api_requests_leads,INTEGER,,Number of geocoding API requests sent,false,,
companies_history,geo_api_requests_users,geo_api_requests_users,INTEGER,,Number of geocoding API requests sent,false,,
companies_history,geo_required_accounts,geo_required_accounts,INTEGER,,Number of docs that require geocoding API requests,false,,
companies_history,geo_required_contacts,geo_required_contacts,INTEGER,,Number of docs that require geocoding API requests,false,,
companies_history,geo_required_hr_users,geo_required_hr_users,INTEGER,,Number of docs that require geocoding API requests,false,,
companies_history,geo_required_leads,geo_required_leads,INTEGER,,Number of docs that require geocoding API requests,false,,
companies_history,geo_required_users,geo_required_users,INTEGER,,Number of docs that require geocoding API requests,false,,
companies_history,job_status,job_status,STRING,100,job_status,false,,
companies_history,leads_avg_match_conf,Leads Avg Match Confidence,FLOAT,,Average match confidence for leads,false,,
companies_history,matched_accounts_percentage,Matched Accounts Percentage,FLOAT,,Percentage of matched accounts,false,,
companies_history,matched_contacts_percentage,Matched Contacts Percentage,FLOAT,,Percentage of matched contacts,false,,
companies_history,matched_leads_percentage,Matched Leads Percentage,FLOAT,,Percentage of matched leads,false,,
companies_history,min_ext_match_confidence,Min Ext Match Confidence,FLOAT,,Minimum external match confidence,false,,
companies_history,partner_base64_logo,Partner Base64 Logo,OBJECT,10000,Partner company logo,false,,
companies_history,partner_co_id,Partner Company ID,STRING,50,Partner company ID,false,,
companies_history,partner_name,Partner Name,STRING,50,Partner company name,false,,
companies_history,partner_product_name,Partner Product Name,STRING,50,Partner company product name,false,,
companies_history,pbi_report_links,pbi_report_links,OBJECT,50000,PBI report page links,false,,
companies_history,pbi_version,pbi_version,STRING,50,PBI report version,false,,
companies_history,pbi_workspace_name,PowerBI workspace Name,STRING,100,Workspace or group name in powerBI,false,,
companies_history,pbi_workspace_url,PowerBI workspace url,STRING,100,Workspace or group url in powerBI,false,,
companies_history,primary_contact,primary_contact,STRING,100,primary_contact,false,,
companies_history,processing_all_last_attempt,Processing All Last Attempt,DATETIME,,Date of last attempt to run the company's processing,false,,
companies_history,processing_all_last_success,Processing All Last Success,DATETIME,,Date of last successful attempt to run the company's processing,false,,
companies_history,processing_all_last_success_time_sec,Processing All Last Success Time Sec,FLOAT,,Time in seconds it took to run the company's processing,false,,
companies_history,processing_api_export_last_attempt,Processing Api Export Last Attempt,DATETIME,,Date of last attempt to run the company's API exports,false,,
companies_history,processing_api_export_last_success,Processing Api Export Last Success,DATETIME,,Date of last successful attempt to run the company's API exports,false,,
companies_history,processing_api_export_last_success_time_sec,Processing Api Export Last Success Time Sec,FLOAT,,Time in seconds it took to run the company's API exports,false,,
companies_history,processing_max_last_modified_on_act,Processing Max Last Modified On Activities,DATETIME,,Latest system modstamp date on activities,false,,
companies_history,processing_max_last_modified_on_opp_histories,Processing Max Last Modified On Opp Histories,DATETIME,,Latest system modstamp date on opp_histories,false,,
companies_history,processing_max_last_modified_on_opps,Processing Max Last Modified On Opps,DATETIME,,Latest system modstamp date on opps,false,,
companies_history,processing_max_last_modified_on_users,Processing Max Last Modified On Users,DATETIME,,Latest system modstamp date on users,false,,
companies_history,processing_mode,Processing Mode,STRING,50,Processing mode,false,,
companies_history,processing_post_ssr_ml_last_attempt,Post ssr last attempt,DATETIME,,Last time the post ssr jobstep was attempted,false,,
companies_history,processing_post_ssr_ml_last_success,Post ssr last attempt,DATETIME,,Last time the post ssr jobstep was successful,false,,
companies_history,processing_post_ssr_ml_last_success_time_sec,Post ssr last attempt,FLOAT,,Time taken for the last time the post ssr jobstep was successful,false,,
companies_history,processing_pre_ssr_ml_last_attempt,Last time the pre ssr jobstep was attempted,DATETIME,,Last time the pre ssr jobstep was attempted,false,,
companies_history,processing_pre_ssr_ml_last_success,Last time the pre ssr jobstep was successful,DATETIME,,Last time the pre ssr jobstep was successful,false,,
companies_history,processing_pre_ssr_ml_last_success_time_sec,Time taken for the Last time the pre ssr jobstep was successful,FLOAT,,Time taken for the Last time the pre ssr jobstep was successful,false,,
